Year,Province,Attribute,Commodity,Value,Unit,Level
2022,Ninh Bình,Sản lượng,Lạc,7240.0,tấn,Province
2022,Trung du và miền núi phía Bắc,Sản lượng,Lạc,100088.0,tấn,Regional
2022,Hà Giang,Sản lượng,Lạc,25616.0,tấn,Province
2022,Cao Bằng,Sản lượng,Lạc,2574.0,tấn,Province
2022,Bắc Kạn,Sản lượng,Lạc,1059.0,tấn,Province
2022,Tuyên Quang,Sản lượng,Lạc,12990.0,tấn,Province
2022,Lào Cai,Sản lượng,Lạc,1581.0,tấn,Province
2022,Yên Bái,Sản lượng,Lạc,3476.0,tấn,Province
2022,Thái Nguyên,Sản lượng,Lạc,6084.0,tấn,Province
2022,Lạng Sơn,Sản lượng,Lạc,5111.0,tấn,Province
2022,Bắc Giang,Sản lượng,Lạc,21335.0,tấn,Province
2022,Phú Thọ,Sản lượng,Lạc,6747.0,tấn,Province
2022,Điện Biên,Sản lượng,Lạc,1366.0,tấn,Province
2022,Lai Châu,Sản lượng,Lạc,1057.0,tấn,Province
2022,Sơn La,Sản lượng,Lạc,1504.0,tấn,Province
2022,Hòa Bình,Sản lượng,Lạc,9589.0,tấn,Province
2022,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lạc,185424.0,tấn,Regional
2022,Thanh Hóa,Sản lượng,Lạc,19945.0,tấn,Province
2022,Nghệ An,Sản lượng,Lạc,31937.0,tấn,Province
2022,Hà Tĩnh,Sản lượng,Lạc,21965.0,tấn,Province
2022,Quảng Bình,Sản lượng,Lạc,9342.0,tấn,Province
2022,Quảng Trị,Sản lượng,Lạc,5592.0,tấn,Province
2022,Thừa Thiên Huế,Sản lượng,Lạc,3811.0,tấn,Province
2022,Đà Nẵng,Sản lượng,Lạc,540.0,tấn,Province
2022,Quảng Nam,Sản lượng,Lạc,23388.0,tấn,Province
2022,Quảng Ngãi,Sản lượng,Lạc,14511.0,tấn,Province
2022,Bình Định,Sản lượng,Lạc,39177.0,tấn,Province
2022,Phú Yên,Sản lượng,Lạc,1225.0,tấn,Province
2022,Khánh Hòa,Sản lượng,Lạc,1036.0,tấn,Province
2022,Ninh Thuận,Sản lượng,Lạc,1070.0,tấn,Province
2022,Bình Thuận,Sản lượng,Lạc,11887.0,tấn,Province
2022,Tây Nguyên,Sản lượng,Lạc,22522.0,tấn,Regional
2022,Kon Tum,Sản lượng,Lạc,271.0,tấn,Province
2022,Gia Lai,Sản lượng,Lạc,3880.0,tấn,Province
2022,Đắk Lắk,Sản lượng,Lạc,9117.0,tấn,Province
2022,Đắk Nông,Sản lượng,Lạc,8147.0,tấn,Province
2022,Lâm Đồng,Sản lượng,Lạc,1108.0,tấn,Province
2022,Đông Nam Bộ,Sản lượng,Lạc,18040.0,tấn,Regional
2022,Bình Phước,Sản lượng,Lạc,115.0,tấn,Province
2022,Tây Ninh,Sản lượng,Lạc,12197.0,tấn,Province
2022,Bình Dương,Sản lượng,Lạc,612.0,tấn,Province
2022,Đồng Nai,Sản lượng,Lạc,2620.0,tấn,Province
2022,Bà Rịa - Vũng Tàu,Sản lượng,Lạc,2274.0,tấn,Province
2022,TP.Hồ Chí Minh,Sản lượng,Lạc,222.0,tấn,Province
2022,Đồng bằng sông Cửu Long,Sản lượng,Lạc,26007.0,tấn,Regional
2022,Long An,Sản lượng,Lạc,517.0,tấn,Province
2022,Tiền Giang,Sản lượng,Lạc,673.0,tấn,Province
2022,Bến Tre,Sản lượng,Lạc,471.0,tấn,Province
2022,Trà Vinh,Sản lượng,Lạc,21334.0,tấn,Province
2022,Vĩnh Long,Sản lượng,Lạc,158.0,tấn,Province
2022,Đồng Tháp,Sản lượng,Lạc,221.0,tấn,Province
2022,An Giang,Sản lượng,Lạc,2149.0,tấn,Province
2022,Kiên Giang,Sản lượng,Lạc,37.0,tấn,Province
2022,Cần Thơ,Sản lượng,Lạc,62.0,tấn,Province
2022,Sóc Trăng,Sản lượng,Lạc,383.0,tấn,Province
2023,Cả Nước,Sản lượng,Lạc,400172.0,tấn,National
2023,Đồng bằng sông Hồng,Sản lượng,Lạc,55916.0,tấn,Regional
2023,Hà Nội,Sản lượng,Lạc,5150.0,tấn,Province
2023,Vĩnh Phúc,Sản lượng,Lạc,4240.0,tấn,Province
2023,Bắc Ninh,Sản lượng,Lạc,1319.0,tấn,Province
2023,Quảng Ninh,Sản lượng,Lạc,3587.0,tấn,Province
2023,Hải Dương,Sản lượng,Lạc,2010.0,tấn,Province
2023,Hải Phòng,Sản lượng,Lạc,416.0,tấn,Province
2023,Hưng Yên,Sản lượng,Lạc,2004.0,tấn,Province
2023,Thái Bình,Sản lượng,Lạc,7674.0,tấn,Province
2023,Hà Nam,Sản lượng,Lạc,1359.0,tấn,Province
2023,Nam Định,Sản lượng,Lạc,21520.0,tấn,Province
2023,Ninh Bình,Sản lượng,Lạc,6637.0,tấn,Province
2023,Trung du và miền núi phía Bắc,Sản lượng,Lạc,96278.0,tấn,Regional
2023,Hà Giang,Sản lượng,Lạc,24290.0,tấn,Province
2023,Cao Bằng,Sản lượng,Lạc,2437.0,tấn,Province
2023,Bắc Kạn,Sản lượng,Lạc,1046.0,tấn,Province
2023,Tuyên Quang,Sản lượng,Lạc,12740.0,tấn,Province
2023,Lào Cai,Sản lượng,Lạc,2101.0,tấn,Province
2023,Yên Bái,Sản lượng,Lạc,3715.0,tấn,Province
2023,Thái Nguyên,Sản lượng,Lạc,5557.0,tấn,Province
2023,Lạng Sơn,Sản lượng,Lạc,4776.0,tấn,Province
2023,Bắc Giang,Sản lượng,Lạc,20274.0,tấn,Province
2023,Phú Thọ,Sản lượng,Lạc,6118.0,tấn,Province
2023,Điện Biên,Sản lượng,Lạc,1546.0,tấn,Province
2023,Lai Châu,Sản lượng,Lạc,1335.0,tấn,Province
2023,Sơn La,Sản lượng,Lạc,1396.0,tấn,Province
2023,Hòa Bình,Sản lượng,Lạc,8948.0,tấn,Province
2023,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lạc,184261.0,tấn,Regional
2023,Thanh Hóa,Sản lượng,Lạc,19086.0,tấn,Province
2023,Nghệ An,Sản lượng,Lạc,28034.0,tấn,Province
2023,Hà Tĩnh,Sản lượng,Lạc,22339.0,tấn,Province
2023,Quảng Bình,Sản lượng,Lạc,8072.0,tấn,Province
2023,Quảng Trị,Sản lượng,Lạc,7039.0,tấn,Province
2023,Thừa Thiên Huế,Sản lượng,Lạc,4978.0,tấn,Province
2023,Đà Nẵng,Sản lượng,Lạc,514.0,tấn,Province
2023,Quảng Nam,Sản lượng,Lạc,20602.0,tấn,Province
2023,Quảng Ngãi,Sản lượng,Lạc,15153.0,tấn,Province
2023,Bình Định,Sản lượng,Lạc,43761.0,tấn,Province
2023,Phú Yên,Sản lượng,Lạc,1650.0,tấn,Province
2023,Khánh Hòa,Sản lượng,Lạc,994.0,tấn,Province
2023,Ninh Thuận,Sản lượng,Lạc,1137.0,tấn,Province
2023,Bình Thuận,Sản lượng,Lạc,10904.0,tấn,Province
2023,Tây Nguyên,Sản lượng,Lạc,22109.0,tấn,Regional
2023,Kon Tum,Sản lượng,Lạc,299.0,tấn,Province
2023,Gia Lai,Sản lượng,Lạc,3414.0,tấn,Province
2023,Đắk Lắk,Sản lượng,Lạc,9325.0,tấn,Province
2023,Đắk Nông,Sản lượng,Lạc,7955.0,tấn,Province
2023,Lâm Đồng,Sản lượng,Lạc,1116.0,tấn,Province
2023,Đông Nam Bộ,Sản lượng,Lạc,16382.0,tấn,Regional
2023,Bình Phước,Sản lượng,Lạc,82.0,tấn,Province
2023,Tây Ninh,Sản lượng,Lạc,11519.0,tấn,Province
2023,Bình Dương,Sản lượng,Lạc,505.0,tấn,Province
2023,Đồng Nai,Sản lượng,Lạc,2372.0,tấn,Province
2023,Bà Rịa - Vũng Tàu,Sản lượng,Lạc,1791.0,tấn,Province
2023,TP.Hồ Chí Minh,Sản lượng,Lạc,114.0,tấn,Province
2023,Đồng bằng sông Cửu Long,Sản lượng,Lạc,25225.0,tấn,Regional
2023,Long An,Sản lượng,Lạc,433.0,tấn,Province
2023,Tiền Giang,Sản lượng,Lạc,711.0,tấn,Province
2023,Bến Tre,Sản lượng,Lạc,402.0,tấn,Province
2023,Trà Vinh,Sản lượng,Lạc,21443.0,tấn,Province
2023,Vĩnh Long,Sản lượng,Lạc,147.0,tấn,Province
2023,Đồng Tháp,Sản lượng,Lạc,296.0,tấn,Province
2023,An Giang,Sản lượng,Lạc,1329.0,tấn,Province
2023,Kiên Giang,Sản lượng,Lạc,45.0,tấn,Province
2023,Cần Thơ,Sản lượng,Lạc,65.0,tấn,Province
2023,Sóc Trăng,Sản lượng,Lạc,354.0,tấn,Province
2008,Cả Nước,Diện tích,Lúa mùa,2018400.0,ha,National
2008,Đồng bằng sông Hồng,Diện tích,Lúa mùa,586900.0,ha,Regional
2008,Hà Nội,Diện tích,Lúa mùa,105500.0,ha,Province
2008,Vĩnh Phúc,Diện tích,Lúa mùa,28100.0,ha,Province
2008,Bắc Ninh,Diện tích,Lúa mùa,38200.0,ha,Province
2008,Quảng Ninh,Diện tích,Lúa mùa,28300.0,ha,Province
2008,Hải Dương,Diện tích,Lúa mùa,63200.0,ha,Province
2008,Hải Phòng,Diện tích,Lúa mùa,43100.0,ha,Province
2008,Hưng Yên,Diện tích,Lúa mùa,41400.0,ha,Province
2008,Thái Bình,Diện tích,Lúa mùa,84100.0,ha,Province
2008,Hà Nam,Diện tích,Lúa mùa,35900.0,ha,Province
2008,Nam Định,Diện tích,Lúa mùa,79800.0,ha,Province
2008,Ninh Bình,Diện tích,Lúa mùa,39300.0,ha,Province
2008,Trung du và miền núi phía Bắc,Diện tích,Lúa mùa,427600.0,ha,Regional
2008,Hà Giang,Diện tích,Lúa mùa,27100.0,ha,Province
2008,Cao Bằng,Diện tích,Lúa mùa,27500.0,ha,Province
2008,Bắc Kạn,Diện tích,Lúa mùa,14100.0,ha,Province
2008,Tuyên Quang,Diện tích,Lúa mùa,25700.0,ha,Province
2008,Lào Cai,Diện tích,Lúa mùa,19500.0,ha,Province
2008,Yên Bái,Diện tích,Lúa mùa,22700.0,ha,Province
2008,Thái Nguyên,Diện tích,Lúa mùa,41500.0,ha,Province
2008,Lạng Sơn,Diện tích,Lúa mùa,34100.0,ha,Province
2008,Bắc Giang,Diện tích,Lúa mùa,59800.0,ha,Province
2008,Phú Thọ,Diện tích,Lúa mùa,32800.0,ha,Province
2008,Điện Biên,Diện tích,Lúa mùa,35600.0,ha,Province
2008,Lai Châu,Diện tích,Lúa mùa,25400.0,ha,Province
2008,Sơn La,Diện tích,Lúa mùa,36400.0,ha,Province
2008,Hòa Bình,Diện tích,Lúa mùa,25400.0,ha,Province
2008,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lúa mùa,337600.0,ha,Regional
2008,Thanh Hóa,Diện tích,Lúa mùa,136500.0,ha,Province
2008,Nghệ An,Diện tích,Lúa mùa,41700.0,ha,Province
2008,Hà Tĩnh,Diện tích,Lúa mùa,6600.0,ha,Province
2008,Quảng Bình,Diện tích,Lúa mùa,900.0,ha,Province
2008,Quảng Trị,Diện tích,Lúa mùa,4500.0,ha,Province
2008,Thừa Thiên Huế,Diện tích,Lúa mùa,700.0,ha,Province
2008,Đà Nẵng,Diện tích,Lúa mùa,3900.0,ha,Province
2008,Quảng Nam,Diện tích,Lúa mùa,45100.0,ha,Province
2008,Quảng Ngãi,Diện tích,Lúa mùa,6100.0,ha,Province
2008,Bình Định,Diện tích,Lúa mùa,27400.0,ha,Province
2008,Phú Yên,Diện tích,Lúa mùa,7400.0,ha,Province
2008,Khánh Hòa,Diện tích,Lúa mùa,8500.0,ha,Province
2008,Ninh Thuận,Diện tích,Lúa mùa,13000.0,ha,Province
2008,Bình Thuận,Diện tích,Lúa mùa,35300.0,ha,Province
2008,Tây Nguyên,Diện tích,Lúa mùa,136200.0,ha,Regional
2008,Kon Tum,Diện tích,Lúa mùa,16600.0,ha,Province
2008,Gia Lai,Diện tích,Lúa mùa,46100.0,ha,Province
2008,Đắk Lắk,Diện tích,Lúa mùa,49100.0,ha,Province
2008,Đắk Nông,Diện tích,Lúa mùa,7600.0,ha,Province
2008,Lâm Đồng,Diện tích,Lúa mùa,16800.0,ha,Province
2008,Đông Nam Bộ,Diện tích,Lúa mùa,137500.0,ha,Regional
2008,Bình Phước,Diện tích,Lúa mùa,11400.0,ha,Province
2008,Tây Ninh,Diện tích,Lúa mùa,59200.0,ha,Province
2008,Bình Dương,Diện tích,Lúa mùa,6400.0,ha,Province
2008,Đồng Nai,Diện tích,Lúa mùa,32100.0,ha,Province
2008,Bà Rịa - Vũng Tàu,Diện tích,Lúa mùa,12500.0,ha,Province
2008,TP.Hồ Chí Minh,Diện tích,Lúa mùa,15900.0,ha,Province
2008,Đồng bằng sông Cửu Long,Diện tích,Lúa mùa,392600.0,ha,Regional
2008,Long An,Diện tích,Lúa mùa,15300.0,ha,Province
2008,Bến Tre,Diện tích,Lúa mùa,34100.0,ha,Province
2008,Trà Vinh,Diện tích,Lúa mùa,90300.0,ha,Province
2008,An Giang,Diện tích,Lúa mùa,8100.0,ha,Province
2008,Kiên Giang,Diện tích,Lúa mùa,60000.0,ha,Province
2008,Sóc Trăng,Diện tích,Lúa mùa,22300.0,ha,Province
2008,Bạc Liêu,Diện tích,Lúa mùa,65900.0,ha,Province
2008,Cà Mau,Diện tích,Lúa mùa,96600.0,ha,Province
2009,Cả Nước,Diện tích,Lúa mùa,2017900.0,ha,National
2009,Đồng bằng sông Hồng,Diện tích,Lúa mùa,584200.0,ha,Regional
2009,Hà Nội,Diện tích,Lúa mùa,103700.0,ha,Province
2009,Vĩnh Phúc,Diện tích,Lúa mùa,29100.0,ha,Province
2009,Bắc Ninh,Diện tích,Lúa mùa,37500.0,ha,Province
2009,Quảng Ninh,Diện tích,Lúa mùa,27700.0,ha,Province
2009,Hải Dương,Diện tích,Lúa mùa,63000.0,ha,Province
2009,Hải Phòng,Diện tích,Lúa mùa,42300.0,ha,Province
2009,Hưng Yên,Diện tích,Lúa mùa,41200.0,ha,Province
2009,Thái Bình,Diện tích,Lúa mùa,83900.0,ha,Province
2009,Hà Nam,Diện tích,Lúa mùa,35700.0,ha,Province
2009,Nam Định,Diện tích,Lúa mùa,80300.0,ha,Province
2009,Ninh Bình,Diện tích,Lúa mùa,39800.0,ha,Province
2009,Trung du và miền núi phía Bắc,Diện tích,Lúa mùa,430300.0,ha,Regional
2009,Hà Giang,Diện tích,Lúa mùa,27100.0,ha,Province
2009,Cao Bằng,Diện tích,Lúa mùa,26600.0,ha,Province
2009,Bắc Kạn,Diện tích,Lúa mùa,14300.0,ha,Province
2009,Tuyên Quang,Diện tích,Lúa mùa,25800.0,ha,Province
2009,Lào Cai,Diện tích,Lúa mùa,20100.0,ha,Province
2009,Yên Bái,Diện tích,Lúa mùa,23900.0,ha,Province
2009,Thái Nguyên,Diện tích,Lúa mùa,41200.0,ha,Province
2009,Lạng Sơn,Diện tích,Lúa mùa,34100.0,ha,Province
2009,Bắc Giang,Diện tích,Lúa mùa,59200.0,ha,Province
2009,Phú Thọ,Diện tích,Lúa mùa,34400.0,ha,Province
2009,Điện Biên,Diện tích,Lúa mùa,37000.0,ha,Province
2009,Lai Châu,Diện tích,Lúa mùa,24800.0,ha,Province
2009,Sơn La,Diện tích,Lúa mùa,36400.0,ha,Province
2009,Hòa Bình,Diện tích,Lúa mùa,25400.0,ha,Province
2009,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lúa mùa,324700.0,ha,Regional
2009,Thanh Hóa,Diện tích,Lúa mùa,136800.0,ha,Province
2009,Nghệ An,Diện tích,Lúa mùa,32500.0,ha,Province
2009,Hà Tĩnh,Diện tích,Lúa mùa,5000.0,ha,Province
2009,Quảng Bình,Diện tích,Lúa mùa,700.0,ha,Province
2009,Quảng Trị,Diện tích,Lúa mùa,3100.0,ha,Province
2009,Thừa Thiên Huế,Diện tích,Lúa mùa,700.0,ha,Province
2009,Đà Nẵng,Diện tích,Lúa mùa,3800.0,ha,Province
2009,Quảng Nam,Diện tích,Lúa mùa,44700.0,ha,Province
2009,Quảng Ngãi,Diện tích,Lúa mùa,4200.0,ha,Province
2009,Bình Định,Diện tích,Lúa mùa,24900.0,ha,Province
2009,Phú Yên,Diện tích,Lúa mùa,7000.0,ha,Province
2009,Khánh Hòa,Diện tích,Lúa mùa,8200.0,ha,Province
2009,Ninh Thuận,Diện tích,Lúa mùa,12300.0,ha,Province
2009,Bình Thuận,Diện tích,Lúa mùa,40800.0,ha,Province
2009,Tây Nguyên,Diện tích,Lúa mùa,136600.0,ha,Regional
2009,Kon Tum,Diện tích,Lúa mùa,16800.0,ha,Province
2009,Gia Lai,Diện tích,Lúa mùa,46800.0,ha,Province
2009,Đắk Lắk,Diện tích,Lúa mùa,48500.0,ha,Province
2009,Đắk Nông,Diện tích,Lúa mùa,7600.0,ha,Province
2009,Lâm Đồng,Diện tích,Lúa mùa,16900.0,ha,Province
2009,Đông Nam Bộ,Diện tích,Lúa mùa,131500.0,ha,Regional
2009,Bình Phước,Diện tích,Lúa mùa,11700.0,ha,Province
2009,Tây Ninh,Diện tích,Lúa mùa,57800.0,ha,Province
2009,Bình Dương,Diện tích,Lúa mùa,5600.0,ha,Province
2009,Đồng Nai,Diện tích,Lúa mùa,31000.0,ha,Province
2009,Bà Rịa - Vũng Tàu,Diện tích,Lúa mùa,11800.0,ha,Province
2009,TP.Hồ Chí Minh,Diện tích,Lúa mùa,13600.0,ha,Province
2009,Đồng bằng sông Cửu Long,Diện tích,Lúa mùa,410600.0,ha,Regional
2009,Long An,Diện tích,Lúa mùa,13300.0,ha,Province
2009,Bến Tre,Diện tích,Lúa mùa,35800.0,ha,Province
2009,Trà Vinh,Diện tích,Lúa mùa,93400.0,ha,Province
2009,An Giang,Diện tích,Lúa mùa,7600.0,ha,Province
2009,Kiên Giang,Diện tích,Lúa mùa,62200.0,ha,Province
2009,Sóc Trăng,Diện tích,Lúa mùa,26900.0,ha,Province
2009,Bạc Liêu,Diện tích,Lúa mùa,68500.0,ha,Province
2009,Cà Mau,Diện tích,Lúa mùa,102900.0,ha,Province
2010,Cả Nước,Diện tích,Lúa mùa,1967500.0,ha,National
2010,Đồng bằng sông Hồng,Diện tích,Lúa mùa,581400.0,ha,Regional
2010,Hà Nội,Diện tích,Lúa mùa,102900.0,ha,Province
2010,Vĩnh Phúc,Diện tích,Lúa mùa,28400.0,ha,Province
2010,Bắc Ninh,Diện tích,Lúa mùa,37200.0,ha,Province
2010,Quảng Ninh,Diện tích,Lúa mùa,26900.0,ha,Province
2010,Hải Dương,Diện tích,Lúa mùa,63400.0,ha,Province
2010,Hải Phòng,Diện tích,Lúa mùa,41700.0,ha,Province
2010,Hưng Yên,Diện tích,Lúa mùa,41300.0,ha,Province
2010,Thái Bình,Diện tích,Lúa mùa,83700.0,ha,Province
2010,Hà Nam,Diện tích,Lúa mùa,35500.0,ha,Province
2010,Nam Định,Diện tích,Lúa mùa,80900.0,ha,Province
2010,Ninh Bình,Diện tích,Lúa mùa,39500.0,ha,Province
2010,Trung du và miền núi phía Bắc,Diện tích,Lúa mùa,429900.0,ha,Regional
2010,Hà Giang,Diện tích,Lúa mùa,27200.0,ha,Province
2010,Cao Bằng,Diện tích,Lúa mùa,27500.0,ha,Province
2010,Bắc Kạn,Diện tích,Lúa mùa,14400.0,ha,Province
2010,Tuyên Quang,Diện tích,Lúa mùa,25700.0,ha,Province
2010,Lào Cai,Diện tích,Lúa mùa,20600.0,ha,Province
2010,Yên Bái,Diện tích,Lúa mùa,23600.0,ha,Province
2010,Thái Nguyên,Diện tích,Lúa mùa,41500.0,ha,Province
2010,Lạng Sơn,Diện tích,Lúa mùa,34200.0,ha,Province
2010,Bắc Giang,Diện tích,Lúa mùa,59300.0,ha,Province
2010,Phú Thọ,Diện tích,Lúa mùa,33300.0,ha,Province
2010,Điện Biên,Diện tích,Lúa mùa,38500.0,ha,Province
2010,Lai Châu,Diện tích,Lúa mùa,24900.0,ha,Province
2010,Sơn La,Diện tích,Lúa mùa,35100.0,ha,Province
2010,Hòa Bình,Diện tích,Lúa mùa,24100.0,ha,Province
2010,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lúa mùa,318900.0,ha,Regional
2010,Thanh Hóa,Diện tích,Lúa mùa,132300.0,ha,Province
2010,Nghệ An,Diện tích,Lúa mùa,37700.0,ha,Province
2010,Hà Tĩnh,Diện tích,Lúa mùa,4100.0,ha,Province
2010,Quảng Bình,Diện tích,Lúa mùa,600.0,ha,Province
2010,Quảng Trị,Diện tích,Lúa mùa,3100.0,ha,Province
2010,Thừa Thiên Huế,Diện tích,Lúa mùa,600.0,ha,Province
2010,Đà Nẵng,Diện tích,Lúa mùa,3300.0,ha,Province
2010,Quảng Nam,Diện tích,Lúa mùa,43000.0,ha,Province
2010,Quảng Ngãi,Diện tích,Lúa mùa,4000.0,ha,Province
2010,Bình Định,Diện tích,Lúa mùa,24100.0,ha,Province
2010,Phú Yên,Diện tích,Lúa mùa,6600.0,ha,Province
2010,Khánh Hòa,Diện tích,Lúa mùa,7300.0,ha,Province
2010,Ninh Thuận,Diện tích,Lúa mùa,13600.0,ha,Province
2010,Bình Thuận,Diện tích,Lúa mùa,38600.0,ha,Province
2010,Tây Nguyên,Diện tích,Lúa mùa,136700.0,ha,Regional
2010,Kon Tum,Diện tích,Lúa mùa,15900.0,ha,Province
2010,Gia Lai,Diện tích,Lúa mùa,46400.0,ha,Province
2010,Đắk Lắk,Diện tích,Lúa mùa,50300.0,ha,Province
2010,Đắk Nông,Diện tích,Lúa mùa,7000.0,ha,Province
2010,Lâm Đồng,Diện tích,Lúa mùa,17100.0,ha,Province
2010,Đông Nam Bộ,Diện tích,Lúa mùa,124500.0,ha,Regional
2010,Bình Phước,Diện tích,Lúa mùa,11700.0,ha,Province
2010,Tây Ninh,Diện tích,Lúa mùa,56400.0,ha,Province
2010,Bình Dương,Diện tích,Lúa mùa,5300.0,ha,Province
2010,Đồng Nai,Diện tích,Lúa mùa,28200.0,ha,Province
2010,Bà Rịa - Vũng Tàu,Diện tích,Lúa mùa,11600.0,ha,Province
2010,TP.Hồ Chí Minh,Diện tích,Lúa mùa,11300.0,ha,Province
2010,Đồng bằng sông Cửu Long,Diện tích,Lúa mùa,376100.0,ha,Regional
2010,Long An,Diện tích,Lúa mùa,12300.0,ha,Province
2010,Bến Tre,Diện tích,Lúa mùa,35900.0,ha,Province
2010,Trà Vinh,Diện tích,Lúa mùa,91800.0,ha,Province
2010,An Giang,Diện tích,Lúa mùa,5400.0,ha,Province
2010,Kiên Giang,Diện tích,Lúa mùa,62200.0,ha,Province
2010,Sóc Trăng,Diện tích,Lúa mùa,21800.0,ha,Province
2010,Bạc Liêu,Diện tích,Lúa mùa,56800.0,ha,Province
2010,Cà Mau,Diện tích,Lúa mùa,89900.0,ha,Province
2011,Cả Nước,Diện tích,Lúa mùa,1969100.0,ha,National
2011,Đồng bằng sông Hồng,Diện tích,Lúa mùa,578500.0,ha,Regional
2011,Hà Nội,Diện tích,Lúa mùa,102900.0,ha,Province
2011,Vĩnh Phúc,Diện tích,Lúa mùa,28500.0,ha,Province
2011,Bắc Ninh,Diện tích,Lúa mùa,36900.0,ha,Province
2011,Quảng Ninh,Diện tích,Lúa mùa,26700.0,ha,Province
2011,Hải Dương,Diện tích,Lúa mùa,63000.0,ha,Province
2011,Hải Phòng,Diện tích,Lúa mùa,41100.0,ha,Province
2011,Hưng Yên,Diện tích,Lúa mùa,41300.0,ha,Province
2011,Thái Bình,Diện tích,Lúa mùa,83300.0,ha,Province
2011,Hà Nam,Diện tích,Lúa mùa,35300.0,ha,Province
2011,Nam Định,Diện tích,Lúa mùa,80300.0,ha,Province
2011,Ninh Bình,Diện tích,Lúa mùa,39200.0,ha,Province
2011,Trung du và miền núi phía Bắc,Diện tích,Lúa mùa,430200.0,ha,Regional
2011,Hà Giang,Diện tích,Lúa mùa,27300.0,ha,Province
2011,Cao Bằng,Diện tích,Lúa mùa,26800.0,ha,Province
2011,Bắc Kạn,Diện tích,Lúa mùa,14600.0,ha,Province
2011,Tuyên Quang,Diện tích,Lúa mùa,25800.0,ha,Province
2011,Lào Cai,Diện tích,Lúa mùa,20900.0,ha,Province
2011,Yên Bái,Diện tích,Lúa mùa,23300.0,ha,Province
2011,Thái Nguyên,Diện tích,Lúa mùa,41600.0,ha,Province
2011,Lạng Sơn,Diện tích,Lúa mùa,34100.0,ha,Province
2011,Bắc Giang,Diện tích,Lúa mùa,59200.0,ha,Province
2011,Phú Thọ,Diện tích,Lúa mùa,33900.0,ha,Province
2011,Điện Biên,Diện tích,Lúa mùa,39600.0,ha,Province
2011,Lai Châu,Diện tích,Lúa mùa,23800.0,ha,Province
2011,Sơn La,Diện tích,Lúa mùa,34700.0,ha,Province
2011,Hòa Bình,Diện tích,Lúa mùa,24600.0,ha,Province
2011,Bắc Trung Bộ và Duyên hải miền Trung,Diện tích,Lúa mùa,322800.0,ha,Regional
2011,Thanh Hóa,Diện tích,Lúa mùa,135000.0,ha,Province
2011,Nghệ An,Diện tích,Lúa mùa,43300.0,ha,Province
2011,Hà Tĩnh,Diện tích,Lúa mùa,3400.0,ha,Province
2011,Quảng Bình,Diện tích,Lúa mùa,600.0,ha,Province
2011,Quảng Trị,Diện tích,Lúa mùa,2600.0,ha,Province
2011,Thừa Thiên Huế,Diện tích,Lúa mùa,600.0,ha,Province
2011,Đà Nẵng,Diện tích,Lúa mùa,3000.0,ha,Province
2011,Quảng Nam,Diện tích,Lúa mùa,44800.0,ha,Province
2011,Quảng Ngãi,Diện tích,Lúa mùa,3600.0,ha,Province
2011,Bình Định,Diện tích,Lúa mùa,22200.0,ha,Province
2011,Phú Yên,Diện tích,Lúa mùa,6600.0,ha,Province
2011,Khánh Hòa,Diện tích,Lúa mùa,7000.0,ha,Province
2011,Ninh Thuận,Diện tích,Lúa mùa,10200.0,ha,Province
2011,Bình Thuận,Diện tích,Lúa mùa,39900.0,ha,Province
2011,Tây Nguyên,Diện tích,Lúa mùa,140100.0,ha,Regional
2011,Kon Tum,Diện tích,Lúa mùa,16000.0,ha,Province
2011,Gia Lai,Diện tích,Lúa mùa,46100.0,ha,Province
2011,Đắk Lắk,Diện tích,Lúa mùa,53300.0,ha,Province
2011,Đắk Nông,Diện tích,Lúa mùa,7800.0,ha,Province
2011,Lâm Đồng,Diện tích,Lúa mùa,16900.0,ha,Province
2011,Đông Nam Bộ,Diện tích,Lúa mùa,122100.0,ha,Regional
2011,Bình Phước,Diện tích,Lúa mùa,10700.0,ha,Province
2011,Tây Ninh,Diện tích,Lúa mùa,56800.0,ha,Province
2011,Bình Dương,Diện tích,Lúa mùa,4900.0,ha,Province
2011,Đồng Nai,Diện tích,Lúa mùa,28200.0,ha,Province
2011,Bà Rịa - Vũng Tàu,Diện tích,Lúa mùa,10900.0,ha,Province
2011,TP.Hồ Chí Minh,Diện tích,Lúa mùa,10600.0,ha,Province
2011,Đồng bằng sông Cửu Long,Diện tích,Lúa mùa,375400.0,ha,Regional
2011,Long An,Diện tích,Lúa mùa,10000.0,ha,Province
2011,Bến Tre,Diện tích,Lúa mùa,33600.0,ha,Province
2011,Trà Vinh,Diện tích,Lúa mùa,90900.0,ha,Province
2011,An Giang,Diện tích,Lúa mùa,5400.0,ha,Province
2011,Kiên Giang,Diện tích,Lúa mùa,54400.0,ha,Province
2011,Sóc Trăng,Diện tích,Lúa mùa,23600.0,ha,Province
2011,Bạc Liêu,Diện tích,Lúa mùa,62700.0,ha,Province
2011,Cà Mau,Diện tích,Lúa mùa,94800.0,ha,Province
2012,Cả Nước,Diện tích,Lúa mùa,1977800.0,ha,National
