Year,Province,Attribute,Commodity,Value,Unit,Source_file
2015,Hà Nam,Sản lượng,Lúa,405.6,Nghìn tấn,15.csv
2015,Nam Định,Sản lượng,Lúa,935.2,Nghìn tấn,15.csv
2015,Ninh Bình,Sản lượng,Lúa,475.4,Nghìn tấn,15.csv
2015,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3336.8,Nghìn tấn,15.csv
2015,Hà Giang,Sản lượng,Lúa,203.5,Nghìn tấn,15.csv
2015,Cao Bằng,Sản lượng,Lúa,129.5,Nghìn tấn,15.csv
2015,Bắc Kạn,Sản lượng,Lúa,117.4,Nghìn tấn,15.csv
2015,Tuyên Quang,Sản lượng,Lúa,266.3,Nghìn tấn,15.csv
2015,Lào Cai,Sản lượng,Lúa,150.1,Nghìn tấn,15.csv
2015,Yên Bái,Sản lượng,Lúa,207.7,Nghìn tấn,15.csv
2015,Thái Nguyên,Sản lượng,Lúa,381.4,Nghìn tấn,15.csv
2015,Lạng Sơn,Sản lượng,Lúa,210.6,Nghìn tấn,15.csv
2015,Bắc Giang,Sản lượng,Lúa,619.1,Nghìn tấn,15.csv
2015,Phú Thọ,Sản lượng,Lúa,370.4,Nghìn tấn,15.csv
2015,Điện Biên,Sản lượng,Lúa,174.8,Nghìn tấn,15.csv
2015,Lai Châu,Sản lượng,Lúa,132.8,Nghìn tấn,15.csv
2015,Sơn La,Sản lượng,Lúa,177.4,Nghìn tấn,15.csv
2015,Hòa Bình,Sản lượng,Lúa,195.8,Nghìn tấn,15.csv
2015,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,6855.1,Nghìn tấn,15.csv
2015,Thanh Hóa,Sản lượng,Lúa,1475.3,Nghìn tấn,15.csv
2015,Nghệ An,Sản lượng,Lúa,978.8,Nghìn tấn,15.csv
2015,Hà Tĩnh,Sản lượng,Lúa,521.5,Nghìn tấn,15.csv
2015,Quảng Bình,Sản lượng,Lúa,275.4,Nghìn tấn,15.csv
2015,Quảng Trị,Sản lượng,Lúa,239.4,Nghìn tấn,15.csv
2015,Thừa Thiên Huế,Sản lượng,Lúa,319.3,Nghìn tấn,15.csv
2015,Đà Nẵng,Sản lượng,Lúa,31.6,Nghìn tấn,15.csv
2015,Quảng Nam,Sản lượng,Lúa,461.2,Nghìn tấn,15.csv
2015,Quảng Ngãi,Sản lượng,Lúa,427.5,Nghìn tấn,15.csv
2015,Bình Định,Sản lượng,Lúa,657.8,Nghìn tấn,15.csv
2015,Phú Yên,Sản lượng,Lúa,378.1,Nghìn tấn,15.csv
2015,Khánh Hòa,Sản lượng,Lúa,199.8,Nghìn tấn,15.csv
2015,Ninh Thuận,Sản lượng,Lúa,224.5,Nghìn tấn,15.csv
2015,Bình Thuận,Sản lượng,Lúa,664.9,Nghìn tấn,15.csv
2015,Tây Nguyên,Sản lượng,Lúa,1209.8,Nghìn tấn,15.csv
2015,Kon Tum,Sản lượng,Lúa,91.6,Nghìn tấn,15.csv
2015,Gia Lai,Sản lượng,Lúa,333.1,Nghìn tấn,15.csv
2015,Đắk Lắk,Sản lượng,Lúa,555.8,Nghìn tấn,15.csv
2015,Đắk Nông,Sản lượng,Lúa,73.1,Nghìn tấn,15.csv
2015,Lâm Đồng,Sản lượng,Lúa,156.2,Nghìn tấn,15.csv
2015,Đông Nam Bộ,Sản lượng,Lúa,1376.1,Nghìn tấn,15.csv
2015,Bình Phước,Sản lượng,Lúa,42.4,Nghìn tấn,15.csv
2015,Tây Ninh,Sản lượng,Lúa,760.8,Nghìn tấn,15.csv
2015,Bình Dương,Sản lượng,Lúa,31.4,Nghìn tấn,15.csv
2015,Đồng Nai,Sản lượng,Lúa,337.2,Nghìn tấn,15.csv
2015,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,116.0,Nghìn tấn,15.csv
2015,TP.Hồ Chí Minh,Sản lượng,Lúa,88.3,Nghìn tấn,15.csv
2015,Đồng bằng sông Cửu Long,Sản lượng,Lúa,25583.7,Nghìn tấn,15.csv
2015,Long An,Sản lượng,Lúa,2918.7,Nghìn tấn,15.csv
2015,Tiền Giang,Sản lượng,Lúa,1344.4,Nghìn tấn,15.csv
2015,Bến Tre,Sản lượng,Lúa,278.8,Nghìn tấn,15.csv
2015,Trà Vinh,Sản lượng,Lúa,1339.5,Nghìn tấn,15.csv
2015,Vĩnh Long,Sản lượng,Lúa,1094.7,Nghìn tấn,15.csv
2015,Đồng Tháp,Sản lượng,Lúa,3384.5,Nghìn tấn,15.csv
2015,An Giang,Sản lượng,Lúa,4073.7,Nghìn tấn,15.csv
2015,Kiên Giang,Sản lượng,Lúa,4643.0,Nghìn tấn,15.csv
2015,Cần Thơ,Sản lượng,Lúa,1408.1,Nghìn tấn,15.csv
2015,Hậu Giang,Sản lượng,Lúa,1293.1,Nghìn tấn,15.csv
2015,Sóc Trăng,Sản lượng,Lúa,2275.5,Nghìn tấn,15.csv
2015,Bạc Liêu,Sản lượng,Lúa,1064.5,Nghìn tấn,15.csv
2015,Cà Mau,Sản lượng,Lúa,465.2,Nghìn tấn,15.csv
2016,Cả Nước,Sản lượng,Lúa,43109.0,Nghìn tấn,15.csv
2016,Đồng bằng sông Hồng,Sản lượng,Lúa,6545.0,Nghìn tấn,15.csv
2016,Hà Nội,Sản lượng,Lúa,1109.6,Nghìn tấn,15.csv
2016,Vĩnh Phúc,Sản lượng,Lúa,294.5,Nghìn tấn,15.csv
2016,Bắc Ninh,Sản lượng,Lúa,439.1,Nghìn tấn,15.csv
2016,Quảng Ninh,Sản lượng,Lúa,211.8,Nghìn tấn,15.csv
2016,Hải Dương,Sản lượng,Lúa,726.4,Nghìn tấn,15.csv
2016,Hải Phòng,Sản lượng,Lúa,465.1,Nghìn tấn,15.csv
2016,Hưng Yên,Sản lượng,Lúa,457.4,Nghìn tấn,15.csv
2016,Thái Bình,Sản lượng,Lúa,1053.6,Nghìn tấn,15.csv
2016,Hà Nam,Sản lượng,Lúa,395.5,Nghìn tấn,15.csv
2016,Nam Định,Sản lượng,Lúa,923.9,Nghìn tấn,15.csv
2016,Ninh Bình,Sản lượng,Lúa,468.1,Nghìn tấn,15.csv
2016,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3405.5,Nghìn tấn,15.csv
2016,Hà Giang,Sản lượng,Lúa,210.5,Nghìn tấn,15.csv
2016,Cao Bằng,Sản lượng,Lúa,124.8,Nghìn tấn,15.csv
2016,Bắc Kạn,Sản lượng,Lúa,118.1,Nghìn tấn,15.csv
2016,Tuyên Quang,Sản lượng,Lúa,264.3,Nghìn tấn,15.csv
2016,Lào Cai,Sản lượng,Lúa,158.3,Nghìn tấn,15.csv
2016,Yên Bái,Sản lượng,Lúa,214.2,Nghìn tấn,15.csv
2016,Thái Nguyên,Sản lượng,Lúa,384.7,Nghìn tấn,15.csv
2016,Lạng Sơn,Sản lượng,Lúa,218.3,Nghìn tấn,15.csv
2016,Bắc Giang,Sản lượng,Lúa,628.5,Nghìn tấn,15.csv
2016,Phú Thọ,Sản lượng,Lúa,373.2,Nghìn tấn,15.csv
2016,Điện Biên,Sản lượng,Lúa,175.4,Nghìn tấn,15.csv
2016,Lai Châu,Sản lượng,Lúa,136.4,Nghìn tấn,15.csv
2016,Sơn La,Sản lượng,Lúa,182.9,Nghìn tấn,15.csv
2016,Hòa Bình,Sản lượng,Lúa,215.9,Nghìn tấn,15.csv
2016,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,6842.2,Nghìn tấn,15.csv
2016,Thanh Hóa,Sản lượng,Lúa,1493.1,Nghìn tấn,15.csv
2016,Nghệ An,Sản lượng,Lúa,1007.4,Nghìn tấn,15.csv
2016,Hà Tĩnh,Sản lượng,Lúa,530.4,Nghìn tấn,15.csv
2016,Quảng Bình,Sản lượng,Lúa,281.4,Nghìn tấn,15.csv
2016,Quảng Trị,Sản lượng,Lúa,263.1,Nghìn tấn,15.csv
2016,Thừa Thiên Huế,Sản lượng,Lúa,324.3,Nghìn tấn,15.csv
2016,Đà Nẵng,Sản lượng,Lúa,32.2,Nghìn tấn,15.csv
2016,Quảng Nam,Sản lượng,Lúa,441.7,Nghìn tấn,15.csv
2016,Quảng Ngãi,Sản lượng,Lúa,416.3,Nghìn tấn,15.csv
2016,Bình Định,Sản lượng,Lúa,638.9,Nghìn tấn,15.csv
2016,Phú Yên,Sản lượng,Lúa,376.2,Nghìn tấn,15.csv
2016,Khánh Hòa,Sản lượng,Lúa,227.1,Nghìn tấn,15.csv
2016,Ninh Thuận,Sản lượng,Lúa,211.8,Nghìn tấn,15.csv
2016,Bình Thuận,Sản lượng,Lúa,598.3,Nghìn tấn,15.csv
2016,Tây Nguyên,Sản lượng,Lúa,1174.0,Nghìn tấn,15.csv
2016,Kon Tum,Sản lượng,Lúa,87.1,Nghìn tấn,15.csv
2016,Gia Lai,Sản lượng,Lúa,318.9,Nghìn tấn,15.csv
2016,Đắk Lắk,Sản lượng,Lúa,550.2,Nghìn tấn,15.csv
2016,Đắk Nông,Sản lượng,Lúa,72.4,Nghìn tấn,15.csv
2016,Lâm Đồng,Sản lượng,Lúa,145.4,Nghìn tấn,15.csv
2016,Đông Nam Bộ,Sản lượng,Lúa,1367.4,Nghìn tấn,15.csv
2016,Bình Phước,Sản lượng,Lúa,39.4,Nghìn tấn,15.csv
2016,Tây Ninh,Sản lượng,Lúa,760.0,Nghìn tấn,15.csv
2016,Bình Dương,Sản lượng,Lúa,30.6,Nghìn tấn,15.csv
2016,Đồng Nai,Sản lượng,Lúa,331.5,Nghìn tấn,15.csv
2016,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,120.7,Nghìn tấn,15.csv
2016,TP.Hồ Chí Minh,Sản lượng,Lúa,85.2,Nghìn tấn,15.csv
2016,Đồng bằng sông Cửu Long,Sản lượng,Lúa,23774.9,Nghìn tấn,15.csv
2016,Long An,Sản lượng,Lúa,2802.2,Nghìn tấn,15.csv
2016,Tiền Giang,Sản lượng,Lúa,1268.1,Nghìn tấn,15.csv
2016,Bến Tre,Sản lượng,Lúa,87.6,Nghìn tấn,15.csv
2016,Trà Vinh,Sản lượng,Lúa,956.3,Nghìn tấn,15.csv
2016,Vĩnh Long,Sản lượng,Lúa,938.7,Nghìn tấn,15.csv
2016,Đồng Tháp,Sản lượng,Lúa,3396.8,Nghìn tấn,15.csv
2016,An Giang,Sản lượng,Lúa,3974.7,Nghìn tấn,15.csv
2016,Kiên Giang,Sản lượng,Lúa,4161.6,Nghìn tấn,15.csv
2016,Cần Thơ,Sản lượng,Lúa,1397.8,Nghìn tấn,15.csv
2016,Hậu Giang,Sản lượng,Lúa,1231.0,Nghìn tấn,15.csv
2016,Sóc Trăng,Sản lượng,Lúa,2115.0,Nghìn tấn,15.csv
2016,Bạc Liêu,Sản lượng,Lúa,993.1,Nghìn tấn,15.csv
2016,Cà Mau,Sản lượng,Lúa,452.0,Nghìn tấn,15.csv
2017,Cả Nước,Sản lượng,Lúa,42738.9,Nghìn tấn,15.csv
2017,Đồng bằng sông Hồng,Sản lượng,Lúa,6083.3,Nghìn tấn,15.csv
2017,Hà Nội,Sản lượng,Lúa,1051.1,Nghìn tấn,15.csv
2017,Vĩnh Phúc,Sản lượng,Lúa,320.3,Nghìn tấn,15.csv
2017,Bắc Ninh,Sản lượng,Lúa,414.9,Nghìn tấn,15.csv
2017,Quảng Ninh,Sản lượng,Lúa,195.9,Nghìn tấn,15.csv
2017,Hải Dương,Sản lượng,Lúa,657.9,Nghìn tấn,15.csv
2017,Hải Phòng,Sản lượng,Lúa,436.7,Nghìn tấn,15.csv
2017,Hưng Yên,Sản lượng,Lúa,418.6,Nghìn tấn,15.csv
2017,Thái Bình,Sản lượng,Lúa,942.6,Nghìn tấn,15.csv
2017,Hà Nam,Sản lượng,Lúa,366.4,Nghìn tấn,15.csv
2017,Nam Định,Sản lượng,Lúa,841.9,Nghìn tấn,15.csv
2017,Ninh Bình,Sản lượng,Lúa,437.0,Nghìn tấn,15.csv
2017,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3336.4,Nghìn tấn,15.csv
2017,Hà Giang,Sản lượng,Lúa,211.4,Nghìn tấn,15.csv
2017,Cao Bằng,Sản lượng,Lúa,132.7,Nghìn tấn,15.csv
2017,Bắc Kạn,Sản lượng,Lúa,112.3,Nghìn tấn,15.csv
2017,Tuyên Quang,Sản lượng,Lúa,262.9,Nghìn tấn,15.csv
2017,Lào Cai,Sản lượng,Lúa,158.8,Nghìn tấn,15.csv
2017,Yên Bái,Sản lượng,Lúa,211.5,Nghìn tấn,15.csv
2017,Thái Nguyên,Sản lượng,Lúa,379.4,Nghìn tấn,15.csv
2017,Lạng Sơn,Sản lượng,Lúa,205.9,Nghìn tấn,15.csv
2017,Bắc Giang,Sản lượng,Lúa,609.2,Nghìn tấn,15.csv
2017,Phú Thọ,Sản lượng,Lúa,367.9,Nghìn tấn,15.csv
2017,Điện Biên,Sản lượng,Lúa,178.1,Nghìn tấn,15.csv
2017,Lai Châu,Sản lượng,Lúa,145.7,Nghìn tấn,15.csv
2017,Sơn La,Sản lượng,Lúa,180.0,Nghìn tấn,15.csv
2017,Hòa Bình,Sản lượng,Lúa,180.6,Nghìn tấn,15.csv
2017,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,6997.9,Nghìn tấn,15.csv
2017,Thanh Hóa,Sản lượng,Lúa,1463.3,Nghìn tấn,15.csv
2017,Nghệ An,Sản lượng,Lúa,1015.1,Nghìn tấn,15.csv
2017,Hà Tĩnh,Sản lượng,Lúa,442.8,Nghìn tấn,15.csv
2017,Quảng Bình,Sản lượng,Lúa,284.7,Nghìn tấn,15.csv
2017,Quảng Trị,Sản lượng,Lúa,243.4,Nghìn tấn,15.csv
2017,Thừa Thiên Huế,Sản lượng,Lúa,327.4,Nghìn tấn,15.csv
2017,Đà Nẵng,Sản lượng,Lúa,31.4,Nghìn tấn,15.csv
2017,Quảng Nam,Sản lượng,Lúa,461.1,Nghìn tấn,15.csv
2017,Quảng Ngãi,Sản lượng,Lúa,438.8,Nghìn tấn,15.csv
2017,Bình Định,Sản lượng,Lúa,666.4,Nghìn tấn,15.csv
2017,Phú Yên,Sản lượng,Lúa,374.4,Nghìn tấn,15.csv
2017,Khánh Hòa,Sản lượng,Lúa,254.7,Nghìn tấn,15.csv
2017,Ninh Thuận,Sản lượng,Lúa,276.6,Nghìn tấn,15.csv
2017,Bình Thuận,Sản lượng,Lúa,717.8,Nghìn tấn,15.csv
2017,Tây Nguyên,Sản lượng,Lúa,1315.6,Nghìn tấn,15.csv
2017,Kon Tum,Sản lượng,Lúa,91.1,Nghìn tấn,15.csv
2017,Gia Lai,Sản lượng,Lúa,354.9,Nghìn tấn,15.csv
2017,Đắk Lắk,Sản lượng,Lúa,643.5,Nghìn tấn,15.csv
2017,Đắk Nông,Sản lượng,Lúa,74.6,Nghìn tấn,15.csv
2017,Lâm Đồng,Sản lượng,Lúa,151.5,Nghìn tấn,15.csv
2017,Đông Nam Bộ,Sản lượng,Lúa,1396.7,Nghìn tấn,15.csv
2017,Bình Phước,Sản lượng,Lúa,39.6,Nghìn tấn,15.csv
2017,Tây Ninh,Sản lượng,Lúa,788.9,Nghìn tấn,15.csv
2017,Bình Dương,Sản lượng,Lúa,30.6,Nghìn tấn,15.csv
2017,Đồng Nai,Sản lượng,Lúa,329.1,Nghìn tấn,15.csv
2017,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,122.1,Nghìn tấn,15.csv
2017,TP.Hồ Chí Minh,Sản lượng,Lúa,86.4,Nghìn tấn,15.csv
2017,Đồng bằng sông Cửu Long,Sản lượng,Lúa,23609.0,Nghìn tấn,15.csv
2017,Long An,Sản lượng,Lúa,2643.2,Nghìn tấn,15.csv
2017,Tiền Giang,Sản lượng,Lúa,1249.3,Nghìn tấn,15.csv
2017,Bến Tre,Sản lượng,Lúa,227.2,Nghìn tấn,15.csv
2017,Trà Vinh,Sản lượng,Lúa,1137.4,Nghìn tấn,15.csv
2017,Vĩnh Long,Sản lượng,Lúa,942.5,Nghìn tấn,15.csv
2017,Đồng Tháp,Sản lượng,Lúa,3206.8,Nghìn tấn,15.csv
2017,An Giang,Sản lượng,Lúa,3879.6,Nghìn tấn,15.csv
2017,Kiên Giang,Sản lượng,Lúa,4058.8,Nghìn tấn,15.csv
2017,Cần Thơ,Sản lượng,Lúa,1387.2,Nghìn tấn,15.csv
2017,Hậu Giang,Sản lượng,Lúa,1261.0,Nghìn tấn,15.csv
2017,Sóc Trăng,Sản lượng,Lúa,2105.1,Nghìn tấn,15.csv
2017,Bạc Liêu,Sản lượng,Lúa,1064.9,Nghìn tấn,15.csv
2017,Cà Mau,Sản lượng,Lúa,446.0,Nghìn tấn,15.csv
2018,Cả Nước,Sản lượng,Lúa,44046.0,Nghìn tấn,15.csv
2018,Đồng bằng sông Hồng,Sản lượng,Lúa,6298.0,Nghìn tấn,15.csv
2018,Hà Nội,Sản lượng,Lúa,1024.6,Nghìn tấn,15.csv
2018,Vĩnh Phúc,Sản lượng,Lúa,330.6,Nghìn tấn,15.csv
2018,Bắc Ninh,Sản lượng,Lúa,410.4,Nghìn tấn,15.csv
2018,Quảng Ninh,Sản lượng,Lúa,208.6,Nghìn tấn,15.csv
2018,Hải Dương,Sản lượng,Lúa,702.5,Nghìn tấn,15.csv
2018,Hải Phòng,Sản lượng,Lúa,440.8,Nghìn tấn,15.csv
2018,Hưng Yên,Sản lượng,Lúa,415.4,Nghìn tấn,15.csv
2018,Thái Bình,Sản lượng,Lúa,1030.4,Nghìn tấn,15.csv
2018,Hà Nam,Sản lượng,Lúa,386.3,Nghìn tấn,15.csv
2018,Nam Định,Sản lượng,Lúa,891.2,Nghìn tấn,15.csv
2018,Ninh Bình,Sản lượng,Lúa,457.2,Nghìn tấn,15.csv
2018,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3382.8,Nghìn tấn,15.csv
2018,Hà Giang,Sản lượng,Lúa,212.8,Nghìn tấn,15.csv
2018,Cao Bằng,Sản lượng,Lúa,132.5,Nghìn tấn,15.csv
2018,Bắc Kạn,Sản lượng,Lúa,114.7,Nghìn tấn,15.csv
2018,Tuyên Quang,Sản lượng,Lúa,262.4,Nghìn tấn,15.csv
2018,Lào Cai,Sản lượng,Lúa,172.9,Nghìn tấn,15.csv
2018,Yên Bái,Sản lượng,Lúa,210.0,Nghìn tấn,15.csv
2018,Thái Nguyên,Sản lượng,Lúa,386.4,Nghìn tấn,15.csv
2018,Lạng Sơn,Sản lượng,Lúa,205.2,Nghìn tấn,15.csv
2018,Bắc Giang,Sản lượng,Lúa,599.5,Nghìn tấn,15.csv
2018,Phú Thọ,Sản lượng,Lúa,365.8,Nghìn tấn,15.csv
2018,Điện Biên,Sản lượng,Lúa,185.3,Nghìn tấn,15.csv
2018,Lai Châu,Sản lượng,Lúa,143.8,Nghìn tấn,15.csv
2018,Sơn La,Sản lượng,Lúa,184.3,Nghìn tấn,15.csv
2018,Hòa Bình,Sản lượng,Lúa,207.2,Nghìn tấn,15.csv
2018,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,7059.6,Nghìn tấn,15.csv
2018,Thanh Hóa,Sản lượng,Lúa,1413.5,Nghìn tấn,15.csv
2018,Nghệ An,Sản lượng,Lúa,1009.1,Nghìn tấn,15.csv
2018,Hà Tĩnh,Sản lượng,Lúa,535.3,Nghìn tấn,15.csv
2018,Quảng Bình,Sản lượng,Lúa,284.7,Nghìn tấn,15.csv
2018,Quảng Trị,Sản lượng,Lúa,275.5,Nghìn tấn,15.csv
2018,Thừa Thiên Huế,Sản lượng,Lúa,334.4,Nghìn tấn,15.csv
2018,Đà Nẵng,Sản lượng,Lúa,31.9,Nghìn tấn,15.csv
2018,Quảng Nam,Sản lượng,Lúa,462.6,Nghìn tấn,15.csv
2018,Quảng Ngãi,Sản lượng,Lúa,440.2,Nghìn tấn,15.csv
2018,Bình Định,Sản lượng,Lúa,666.5,Nghìn tấn,15.csv
2018,Phú Yên,Sản lượng,Lúa,392.2,Nghìn tấn,15.csv
2018,Khánh Hòa,Sản lượng,Lúa,261.1,Nghìn tấn,15.csv
2018,Ninh Thuận,Sản lượng,Lúa,243.3,Nghìn tấn,15.csv
2018,Bình Thuận,Sản lượng,Lúa,709.3,Nghìn tấn,15.csv
2018,Tây Nguyên,Sản lượng,Lúa,1379.8,Nghìn tấn,15.csv
2018,Kon Tum,Sản lượng,Lúa,91.6,Nghìn tấn,15.csv
2018,Gia Lai,Sản lượng,Lúa,362.1,Nghìn tấn,15.csv
2018,Đắk Lắk,Sản lượng,Lúa,697.5,Nghìn tấn,15.csv
2018,Đắk Nông,Sản lượng,Lúa,78.7,Nghìn tấn,15.csv
2018,Lâm Đồng,Sản lượng,Lúa,149.9,Nghìn tấn,15.csv
2018,Đông Nam Bộ,Sản lượng,Lúa,1418.9,Nghìn tấn,15.csv
2018,Bình Phước,Sản lượng,Lúa,42.6,Nghìn tấn,15.csv
2018,Tây Ninh,Sản lượng,Lúa,813.0,Nghìn tấn,15.csv
2018,Bình Dương,Sản lượng,Lúa,29.1,Nghìn tấn,15.csv
2018,Đồng Nai,Sản lượng,Lúa,325.3,Nghìn tấn,15.csv
2018,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,129.8,Nghìn tấn,15.csv
2018,TP.Hồ Chí Minh,Sản lượng,Lúa,79.1,Nghìn tấn,15.csv
2018,Đồng bằng sông Cửu Long,Sản lượng,Lúa,24506.9,Nghìn tấn,15.csv
2018,Long An,Sản lượng,Lúa,2802.6,Nghìn tấn,15.csv
2018,Tiền Giang,Sản lượng,Lúa,1254.5,Nghìn tấn,15.csv
2018,Bến Tre,Sản lượng,Lúa,236.7,Nghìn tấn,15.csv
2018,Trà Vinh,Sản lượng,Lúa,1268.0,Nghìn tấn,15.csv
2018,Vĩnh Long,Sản lượng,Lúa,969.5,Nghìn tấn,15.csv
2018,Đồng Tháp,Sản lượng,Lúa,3330.2,Nghìn tấn,15.csv
2018,An Giang,Sản lượng,Lúa,3926.9,Nghìn tấn,15.csv
2018,Kiên Giang,Sản lượng,Lúa,4267.4,Nghìn tấn,15.csv
2018,Cần Thơ,Sản lượng,Lúa,1426.3,Nghìn tấn,15.csv
2018,Hậu Giang,Sản lượng,Lúa,1246.1,Nghìn tấn,15.csv
2018,Sóc Trăng,Sản lượng,Lúa,2132.7,Nghìn tấn,15.csv
2018,Bạc Liêu,Sản lượng,Lúa,1115.3,Nghìn tấn,15.csv
2018,Cà Mau,Sản lượng,Lúa,530.7,Nghìn tấn,15.csv
2019,Cả Nước,Sản lượng,Lúa,43495.4,Nghìn tấn,15.csv
2019,Đồng bằng sông Hồng,Sản lượng,Lúa,6134.0,Nghìn tấn,15.csv
2019,Hà Nội,Sản lượng,Lúa,969.4,Nghìn tấn,15.csv
2019,Vĩnh Phúc,Sản lượng,Lúa,313.2,Nghìn tấn,15.csv
2019,Bắc Ninh,Sản lượng,Lúa,402.7,Nghìn tấn,15.csv
2019,Quảng Ninh,Sản lượng,Lúa,203.4,Nghìn tấn,15.csv
2019,Hải Dương,Sản lượng,Lúa,682.8,Nghìn tấn,15.csv
2019,Hải Phòng,Sản lượng,Lúa,413.2,Nghìn tấn,15.csv
2019,Hưng Yên,Sản lượng,Lúa,403.5,Nghìn tấn,15.csv
2019,Thái Bình,Sản lượng,Lúa,1022.3,Nghìn tấn,15.csv
2019,Hà Nam,Sản lượng,Lúa,384.6,Nghìn tấn,15.csv
2019,Nam Định,Sản lượng,Lúa,888.2,Nghìn tấn,15.csv
2019,Ninh Bình,Sản lượng,Lúa,450.7,Nghìn tấn,15.csv
2019,Trung du và miền núi phía Bắc,Sản lượng,Lúa,3378.5,Nghìn tấn,15.csv
2019,Hà Giang,Sản lượng,Lúa,213.5,Nghìn tấn,15.csv
2019,Cao Bằng,Sản lượng,Lúa,135.9,Nghìn tấn,15.csv
2019,Bắc Kạn,Sản lượng,Lúa,117.0,Nghìn tấn,15.csv
2019,Tuyên Quang,Sản lượng,Lúa,259.9,Nghìn tấn,15.csv
2019,Lào Cai,Sản lượng,Lúa,177.1,Nghìn tấn,15.csv
2019,Yên Bái,Sản lượng,Lúa,215.5,Nghìn tấn,15.csv
2019,Thái Nguyên,Sản lượng,Lúa,384.7,Nghìn tấn,15.csv
2019,Lạng Sơn,Sản lượng,Lúa,203.9,Nghìn tấn,15.csv
2019,Bắc Giang,Sản lượng,Lúa,593.6,Nghìn tấn,15.csv
2019,Phú Thọ,Sản lượng,Lúa,345.2,Nghìn tấn,15.csv
2019,Điện Biên,Sản lượng,Lúa,187.0,Nghìn tấn,15.csv
2019,Lai Châu,Sản lượng,Lúa,149.8,Nghìn tấn,15.csv
2019,Sơn La,Sản lượng,Lúa,189.0,Nghìn tấn,15.csv
2019,Hòa Bình,Sản lượng,Lúa,206.4,Nghìn tấn,15.csv
2019,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa,6855.1,Nghìn tấn,15.csv
2019,Thanh Hóa,Sản lượng,Lúa,1399.2,Nghìn tấn,15.csv
2019,Nghệ An,Sản lượng,Lúa,946.1,Nghìn tấn,15.csv
2019,Hà Tĩnh,Sản lượng,Lúa,506.7,Nghìn tấn,15.csv
2019,Quảng Bình,Sản lượng,Lúa,260.9,Nghìn tấn,15.csv
2019,Quảng Trị,Sản lượng,Lúa,273.3,Nghìn tấn,15.csv
2019,Thừa Thiên Huế,Sản lượng,Lúa,326.7,Nghìn tấn,15.csv
2019,Đà Nẵng,Sản lượng,Lúa,30.8,Nghìn tấn,15.csv
2019,Quảng Nam,Sản lượng,Lúa,452.3,Nghìn tấn,15.csv
2019,Quảng Ngãi,Sản lượng,Lúa,431.3,Nghìn tấn,15.csv
2019,Bình Định,Sản lượng,Lúa,643.3,Nghìn tấn,15.csv
2019,Phú Yên,Sản lượng,Lúa,372.9,Nghìn tấn,15.csv
2019,Khánh Hòa,Sản lượng,Lúa,259.3,Nghìn tấn,15.csv
2019,Ninh Thuận,Sản lượng,Lúa,262.8,Nghìn tấn,15.csv
2019,Bình Thuận,Sản lượng,Lúa,689.5,Nghìn tấn,15.csv
2019,Tây Nguyên,Sản lượng,Lúa,1394.7,Nghìn tấn,15.csv
2019,Kon Tum,Sản lượng,Lúa,93.4,Nghìn tấn,15.csv
2019,Gia Lai,Sản lượng,Lúa,373.2,Nghìn tấn,15.csv
2019,Đắk Lắk,Sản lượng,Lúa,703.8,Nghìn tấn,15.csv
2019,Đắk Nông,Sản lượng,Lúa,77.0,Nghìn tấn,15.csv
2019,Lâm Đồng,Sản lượng,Lúa,147.3,Nghìn tấn,15.csv
2019,Đông Nam Bộ,Sản lượng,Lúa,1423.1,Nghìn tấn,15.csv
2019,Bình Phước,Sản lượng,Lúa,40.3,Nghìn tấn,15.csv
2019,Tây Ninh,Sản lượng,Lúa,806.7,Nghìn tấn,15.csv
2019,Bình Dương,Sản lượng,Lúa,28.2,Nghìn tấn,15.csv
2019,Đồng Nai,Sản lượng,Lúa,330.5,Nghìn tấn,15.csv
2019,Bà Rịa - Vũng Tàu,Sản lượng,Lúa,136.2,Nghìn tấn,15.csv
2019,TP.Hồ Chí Minh,Sản lượng,Lúa,81.2,Nghìn tấn,15.csv
2019,Đồng bằng sông Cửu Long,Sản lượng,Lúa,24310.0,Nghìn tấn,15.csv
2019,Long An,Sản lượng,Lúa,2774.9,Nghìn tấn,15.csv
2019,Tiền Giang,Sản lượng,Lúa,1123.1,Nghìn tấn,15.csv
2019,Bến Tre,Sản lượng,Lúa,214.1,Nghìn tấn,15.csv
2019,Trà Vinh,Sản lượng,Lúa,1258.9,Nghìn tấn,15.csv
2019,Vĩnh Long,Sản lượng,Lúa,908.3,Nghìn tấn,15.csv
